age,job,marital,education,balance,housing,loan,month,duration,campaign,pdays,previous,poutcome,deposit
46,4,1,2,699,0,0,0,970,1,87,1,0,1
49,2,2,1,5802,0,0,0,618,2,-1,0,3,1
47,1,1,0,2749,1,0,0,774,2,164,1,0,1
35,4,2,2,1162,0,0,0,175,1,-1,0,3,1
30,9,1,1,776,0,0,0,861,2,-1,0,3,1
31,4,2,2,1619,0,0,0,327,2,-1,0,3,1
55,0,1,1,139,0,0,0,241,1,-1,0,3,1
25,0,2,1,2816,0,0,0,327,1,-1,0,3,1
26,9,2,1,507,0,0,0,380,1,-1,0,3,1
85,5,1,0,98,0,0,0,416,1,-1,0,3,1
29,4,2,2,2753,0,0,0,645,1,-1,0,3,1
39,4,1,2,0,0,0,0,342,3,22,3,1,1
33,1,2,1,498,0,0,0,301,1,-1,0,3,1
33,1,2,2,700,0,0,0,169,1,80,2,2,1
58,4,1,2,4152,1,0,0,750,2,164,4,1,1
61,5,0,1,927,0,0,0,427,3,-1,0,3,1
50,0,2,1,2252,0,0,0,652,2,-1,0,3,1
54,9,1,1,0,0,0,0,766,3,84,3,2,1
33,9,1,2,0,0,0,0,227,2,-1,0,3,1
36,0,2,1,728,0,0,0,230,1,-1,0,3,1
31,4,2,2,354,0,0,0,502,1,9,2,2,1
24,8,2,1,382,0,0,0,567,2,-1,0,3,1
29,4,2,2,36252,1,0,0,501,1,-1,0,3,1
40,4,1,2,158,0,0,0,712,2,-1,0,3,1
29,1,2,1,734,1,1,0,259,1,296,1,1,1
30,0,2,2,305,0,0,0,633,1,85,2,2,1
45,1,1,1,10252,0,0,8,675,2,-1,0,3,1
37,4,2,2,3141,0,0,8,384,2,-1,0,3,1
28,10,2,0,236,0,0,8,193,1,87,3,0,1
33,4,2,2,5437,0,0,8,267,1,91,1,0,1
33,9,1,1,133,0,0,8,218,1,-1,0,3,1
45,1,1,1,640,1,0,8,447,1,-1,0,3,1
25,8,2,2,253,0,0,8,597,1,-1,0,3,1
41,1,1,1,5060,0,0,8,963,1,83,3,2,1
38,9,0,1,902,1,0,8,301,3,90,1,2,1
47,9,1,1,335,0,0,8,417,1,76,1,2,1
49,4,1,2,1,0,0,8,1076,3,175,1,2,1
42,0,2,1,1451,1,0,8,251,4,-1,0,3,1
33,9,2,2,1636,1,0,8,592,1,66,1,2,1
36,0,1,2,3221,0,0,8,322,11,-1,0,3,1
60,9,1,1,316,0,0,8,545,2,263,4,0,1
33,9,1,1,2044,1,0,8,532,3,-1,0,3,1
33,9,1,1,557,0,0,8,367,1,-1,0,3,1
33,7,2,1,489,1,0,8,297,4,334,1,1,1
32,8,2,2,1138,0,0,8,214,3,83,3,2,1
36,6,1,1,188,1,1,8,1046,3,333,2,2,1
45,9,1,1,1998,0,0,8,237,5,-1,0,3,1
35,4,1,2,520,1,0,8,458,3,17,5,0,1
38,4,0,2,6368,1,0,8,922,4,-1,0,3,1
30,6,1,2,2666,0,0,8,781,3,89,1,2,1
31,9,1,1,4182,1,0,8,347,2,-1,0,3,1
32,6,0,2,3271,0,0,8,949,3,-1,0,3,1
44,6,1,3,163,1,0,8,364,3,-1,0,3,1
39,4,2,2,1515,1,0,8,815,6,167,6,0,1
45,1,1,0,803,1,0,8,742,4,-1,0,3,1
32,1,2,1,400,0,0,8,268,3,-1,0,3,1
39,4,2,2,2454,1,0,8,716,3,263,2,0,1
30,4,2,2,533,0,0,8,365,4,-1,0,3,1
63,4,1,3,2352,0,0,8,475,7,-1,0,3,1
56,5,1,0,9367,0,0,8,617,2,-1,0,3,1
26,9,2,1,237,1,0,8,1091,3,-1,0,3,1
37,8,2,3,444,0,0,8,1063,5,-1,0,3,1
29,4,2,2,9407,0,0,8,267,6,-1,0,3,1
24,8,2,1,387,0,0,8,340,8,-1,0,3,1
35,2,1,1,2971,0,0,8,429,4,164,2,0,1
43,9,1,2,2643,0,0,8,331,5,-1,0,3,1
39,1,1,1,261,0,0,8,841,4,-1,0,3,1
59,5,0,1,514,0,0,8,673,6,90,1,2,1
50,1,1,0,5872,1,0,8,762,3,-1,0,3,1
44,7,0,1,-368,1,0,8,895,1,-1,0,3,1
35,8,2,1,188,1,0,8,863,1,78,8,2,1
30,1,1,1,61,1,0,8,525,1,-1,0,3,1
58,0,1,1,2160,1,1,8,1090,1,-1,0,3,1
37,4,1,2,658,1,0,8,838,1,-1,0,3,1
39,4,1,2,0,1,0,8,811,2,-1,0,3,1
31,1,2,1,196,1,0,8,568,1,341,7,0,1
33,6,2,2,94,1,0,8,955,2,-1,0,3,1
41,4,1,2,326,1,0,8,788,1,-1,0,3,1
44,7,1,1,-395,1,0,8,894,1,-1,0,3,1
46,1,1,3,9328,1,0,8,725,3,-1,0,3,1
30,9,2,1,-522,1,1,8,670,2,286,6,0,1
35,0,1,1,1286,1,0,8,862,3,337,1,1,1
27,0,1,1,710,1,1,8,653,1,334,2,2,1
39,9,0,2,3,0,0,8,488,1,-1,0,3,1
32,6,2,2,0,1,0,8,767,1,-1,0,3,1
37,9,0,1,141,1,0,8,848,1,364,3,0,1
31,9,2,1,53,1,1,8,530,1,-1,0,3,1
30,4,0,2,415,1,1,8,984,1,343,4,0,1
34,2,1,2,0,1,0,8,611,1,183,1,0,1
31,1,2,1,1979,1,1,8,1205,1,-1,0,3,1
27,0,1,1,0,1,0,8,837,1,-1,0,3,1
36,4,2,2,7506,1,0,8,839,2,188,1,2,1
32,0,1,1,752,1,0,8,519,2,166,5,0,1
49,4,1,1,99,1,0,8,687,2,343,1,0,1
29,0,2,1,266,1,0,8,540,1,-1,0,3,1
29,0,2,1,27,1,0,8,754,1,-1,0,3,1
28,1,2,1,524,1,0,8,554,2,-1,0,3,1
60,4,1,2,5990,1,0,8,396,3,-1,0,3,1
33,4,1,1,3935,1,0,8,765,1,342,2,0,1
35,4,1,2,991,1,0,8,1489,3,-1,0,3,1
31,4,2,2,59,1,1,8,1347,2,363,1,0,1
40,4,1,2,1598,1,1,8,1074,4,344,3,0,1
29,4,1,2,0,1,0,8,667,2,-1,0,3,1
35,4,1,2,802,1,0,8,686,2,-1,0,3,1
32,4,1,2,2465,1,1,8,923,1,-1,0,3,1
26,4,2,2,114,1,0,8,457,1,-1,0,3,1
42,1,1,0,1461,1,0,8,757,2,170,3,0,1
33,0,2,2,475,1,0,8,1046,1,-1,0,3,1
36,4,2,2,4,1,0,8,855,2,342,1,0,1
35,4,2,2,1618,1,1,8,542,1,-1,0,3,1
30,7,2,1,-271,1,0,8,609,1,337,1,2,1
59,0,2,1,2166,1,1,8,574,1,-1,0,3,1
44,1,1,0,4031,1,0,8,983,4,-1,0,3,1
50,7,1,0,5024,1,1,8,661,1,267,11,1,1
51,9,1,1,-1944,1,0,8,623,1,-1,0,3,1
51,0,1,1,3025,0,0,8,476,1,352,1,1,1
60,1,1,3,2090,1,0,8,957,2,-1,0,3,1
29,9,2,2,0,1,0,8,347,2,337,6,0,1
43,4,1,2,1429,1,0,8,1030,1,169,3,2,1
31,0,2,1,0,1,0,8,895,2,295,2,0,1
26,1,2,1,311,1,0,8,798,2,-1,0,3,1
23,3,1,2,66,1,0,8,1391,2,-1,0,3,1
49,1,2,0,2146,1,0,8,1516,2,353,2,1,1
42,10,1,1,356,1,0,8,787,3,356,2,0,1
39,1,1,1,62,1,0,8,877,3,-1,0,3,1
45,0,1,1,-106,1,1,8,553,3,288,1,1,1
45,7,0,1,608,1,1,8,1135,3,323,30,0,1
39,9,0,1,291,1,0,8,882,2,-1,0,3,1
45,1,0,1,-184,1,0,8,878,3,170,5,0,1
39,0,2,1,2345,1,0,8,491,2,344,2,0,1
23,9,2,1,4,1,0,8,763,1,-1,0,3,1
57,0,1,1,6005,1,0,8,704,1,323,6,0,1
32,1,1,1,333,1,0,8,501,2,-1,0,3,1
29,4,2,2,3041,1,0,8,606,3,-1,0,3,1
42,4,1,2,4,1,0,8,579,2,295,1,2,1
47,1,0,0,603,1,1,8,1080,1,-1,0,3,1
36,4,1,2,0,1,0,8,308,3,-1,0,3,1
57,4,1,2,830,1,1,8,662,1,367,1,2,1
36,9,2,2,962,1,0,8,568,1,-1,0,3,1
53,9,2,2,185,1,0,8,1448,2,-1,0,3,1
56,1,0,0,-9,1,1,8,728,1,-1,0,3,1
33,0,0,2,891,0,0,8,398,2,-1,0,3,1
59,5,1,2,148,1,1,8,685,2,366,1,1,1
47,5,1,0,1374,0,1,8,479,2,359,3,0,1
42,4,1,2,-556,1,1,8,682,3,347,3,0,1
38,6,2,2,1612,1,0,8,423,1,-1,0,3,1
40,6,1,1,0,1,0,8,657,1,-1,0,3,1
41,0,2,1,-109,1,1,8,1038,1,370,1,0,1
43,4,0,2,580,1,0,8,1514,1,284,2,0,1
24,7,1,1,4500,1,0,8,733,2,-1,0,3,1
40,7,1,1,-192,1,0,8,666,1,-1,0,3,1
40,1,1,1,-438,0,0,8,1017,1,-1,0,3,1
34,7,2,1,-701,1,0,8,610,2,-1,0,3,1
36,4,2,2,1400,1,0,8,608,3,-1,0,3,1
38,7,1,1,5293,1,0,8,475,1,171,6,0,1
39,1,1,1,785,1,0,8,1232,2,-1,0,3,1
25,8,2,0,373,1,0,8,819,2,-1,0,3,1
39,4,1,2,763,1,0,8,877,7,300,2,1,1
41,1,1,1,1236,1,0,8,911,3,-1,0,3,1
36,0,0,1,-811,1,0,8,365,2,-1,0,3,1
34,2,1,0,7279,1,0,8,882,1,-1,0,3,1
34,0,0,1,479,1,0,8,515,1,350,5,0,1
38,3,2,0,199,1,0,8,1203,1,306,1,0,1
40,1,1,1,1808,1,0,8,560,1,-1,0,3,1
31,0,1,1,2,1,1,8,703,4,-1,0,3,1
37,1,1,0,-106,1,1,8,690,1,-1,0,3,1
58,2,1,1,670,1,0,8,1272,1,-1,0,3,1
48,7,0,1,-361,1,0,8,1062,3,349,3,1,1
35,1,1,0,159,1,1,8,826,1,-1,0,3,1
34,0,2,1,151,1,0,8,590,1,370,1,1,1
51,1,1,1,518,1,0,8,918,1,-1,0,3,1
39,4,2,2,5073,1,0,8,1182,1,286,4,0,1
39,0,1,1,607,1,0,8,454,2,364,3,0,1
36,1,0,0,-308,1,0,8,725,1,-1,0,3,1
47,7,1,1,367,1,0,8,309,1,306,4,2,1
35,1,2,1,855,1,0,8,549,1,300,1,2,1
33,1,1,1,1240,1,0,8,844,1,-1,0,3,1
47,0,1,1,663,1,1,8,409,1,274,6,1,1
38,7,2,1,895,1,0,8,1531,1,-1,0,3,1
46,1,1,0,804,1,0,8,1063,2,361,1,2,1
42,1,1,0,-407,1,1,8,829,7,-1,0,3,1
47,1,1,1,802,1,1,8,289,2,-1,0,3,1
37,0,2,0,912,1,0,8,637,3,328,22,1,1
31,0,2,2,355,1,0,8,609,1,-1,0,3,1
46,9,1,1,3,1,1,8,614,3,-1,0,3,1
36,7,2,1,0,1,0,8,398,6,-1,0,3,1
40,7,1,1,1836,1,0,8,750,2,-1,0,3,1
39,4,1,2,1425,1,0,8,775,3,-1,0,3,1
45,6,0,2,963,1,0,8,528,5,-1,0,3,1
59,0,1,1,145,1,0,8,556,2,287,13,2,1
34,1,1,1,634,0,1,8,737,3,-1,0,3,1
40,1,1,3,87,1,0,8,477,3,-1,0,3,1
50,1,1,0,-522,1,0,8,863,3,-1,0,3,1
36,1,1,0,319,1,0,8,774,2,301,1,0,1
35,0,2,1,0,1,0,8,1073,1,-1,0,3,1
36,1,2,1,478,1,0,8,610,1,-1,0,3,1
35,1,2,0,-276,1,0,8,850,1,-1,0,3,1
47,1,1,0,4227,1,0,8,659,1,-1,0,3,1
47,3,2,0,2785,1,0,8,570,1,-1,0,3,1
38,1,1,0,1401,0,0,8,516,1,-1,0,3,1
33,4,2,2,0,1,0,8,585,1,-1,0,3,1
38,1,1,0,1852,1,0,8,606,1,-1,0,3,1
39,1,1,1,462,1,0,8,590,1,-1,0,3,1
43,3,2,0,800,1,0,8,902,1,-1,0,3,1
33,9,1,1,221,1,0,8,669,1,355,4,0,1
34,1,1,1,1089,1,0,8,394,3,-1,0,3,1
28,0,0,1,451,1,0,8,302,1,301,1,2,1
34,1,1,1,496,1,0,8,333,1,-1,0,3,1
42,1,2,1,1080,1,1,8,951,3,370,4,0,1
33,4,1,2,1064,1,0,8,562,1,-1,0,3,1
39,4,1,2,297,1,0,8,734,2,-1,0,3,1
32,4,2,2,3,1,0,8,568,1,-1,0,3,1
34,4,2,2,76,1,0,8,747,2,371,3,0,1
32,1,2,0,398,1,0,8,716,1,-1,0,3,1
48,0,0,1,83,1,0,8,1101,1,-1,0,3,1
31,0,1,1,879,1,0,8,394,1,-1,0,3,1
33,7,1,1,210,1,0,8,1207,2,-1,0,3,1
48,7,0,1,-276,1,1,8,674,1,-1,0,3,1
33,1,2,0,863,1,0,8,622,3,-1,0,3,1
30,8,2,2,228,1,0,8,314,2,-1,0,3,1
35,4,2,2,1396,1,0,8,809,1,300,1,0,1
51,1,0,0,-19,1,0,8,829,1,296,11,0,1
38,7,2,1,2253,1,0,8,937,3,-1,0,3,1
39,1,2,0,0,1,1,8,1975,5,-1,0,3,1
27,1,2,0,265,1,0,8,1119,2,-1,0,3,1
50,9,0,1,-54,1,1,8,698,2,292,1,0,1
34,4,2,2,3821,1,0,8,649,2,-1,0,3,1
38,1,0,0,0,1,0,8,531,2,-1,0,3,1
29,7,0,1,-7,1,0,8,1279,3,-1,0,3,1
40,1,1,0,830,1,0,8,873,3,370,2,0,1
32,9,2,2,0,1,1,8,440,2,-1,0,3,1
38,1,1,0,4406,1,0,8,689,2,-1,0,3,1
36,0,0,1,437,1,0,8,722,2,344,1,2,1
28,1,2,0,54,1,0,8,533,1,371,1,1,1
49,1,1,1,-454,1,0,8,558,1,-1,0,3,1
26,1,2,1,1006,1,0,8,667,1,-1,0,3,1
44,0,0,1,2999,1,0,8,717,1,-1,0,3,1
49,4,1,2,85,1,0,8,590,5,359,1,1,1
31,6,2,2,17924,1,0,8,745,1,174,3,0,1
55,1,0,0,8180,0,0,8,854,2,360,1,0,1
32,4,1,2,2431,1,0,8,646,5,-1,0,3,1
35,7,1,1,341,1,0,8,345,1,-1,0,3,1
35,1,2,1,4963,1,0,8,456,1,300,1,0,1
31,0,1,1,8781,1,0,8,680,1,177,1,2,1
28,0,0,1,-504,1,1,8,578,1,-1,0,3,1
39,4,1,2,1738,1,0,8,633,1,358,1,1,1
48,1,1,0,214,1,1,8,307,1,177,2,0,1
32,0,1,1,684,1,0,8,607,3,-1,0,3,1
41,1,1,1,580,1,0,8,874,1,363,1,0,1
34,4,1,2,273,1,0,8,492,1,175,2,0,1
32,1,2,1,811,1,0,8,563,1,-1,0,3,1
34,0,1,0,0,1,1,8,1020,1,-1,0,3,1
36,6,0,2,1354,1,0,8,1723,1,356,2,2,1
29,0,0,1,-254,1,0,8,406,2,-1,0,3,1
54,4,0,2,-449,1,0,8,691,1,-1,0,3,1
29,1,1,1,7863,1,0,8,1129,1,-1,0,3,1
35,1,0,1,336,1,0,8,191,1,346,2,0,1
36,1,1,1,1049,1,0,8,224,4,-1,0,3,1
37,7,1,1,6089,1,0,8,616,2,-1,0,3,1
37,4,0,2,-42,1,0,8,668,2,-1,0,3,1
31,1,2,1,953,1,0,8,479,1,346,2,2,1
33,0,2,1,315,1,1,8,888,3,-1,0,3,1
59,5,0,1,5845,0,0,8,1060,2,-1,0,3,1
30,1,1,1,378,1,0,8,566,2,-1,0,3,1
53,7,0,1,765,1,0,8,959,3,174,7,1,1
26,1,1,1,5795,1,0,8,1094,2,-1,0,3,1
30,0,2,1,315,1,0,8,884,3,346,4,0,1
35,4,2,2,916,1,0,8,460,2,-1,0,3,1
34,0,1,1,124,1,0,8,604,4,366,2,1,1
33,7,1,1,207,1,0,8,629,4,-1,0,3,1
59,5,1,2,422,1,0,8,647,4,-1,0,3,1
36,9,2,1,125,1,0,8,676,3,-1,0,3,1
34,7,2,1,2,1,0,8,153,2,-1,0,3,1
39,7,2,1,7066,1,0,8,667,3,357,3,1,1
42,7,1,1,146,1,1,8,670,4,346,1,0,1
60,5,0,1,496,1,0,8,655,2,-1,0,3,1
56,7,2,1,-40,1,0,8,311,1,368,2,0,1
30,7,2,1,140,1,0,8,760,1,-1,0,3,1
26,7,1,1,77,1,0,8,619,1,340,4,0,1
35,1,1,0,22,1,0,8,1190,2,302,2,1,1
22,1,2,1,-51,1,0,8,859,1,-1,0,3,1
26,1,2,1,26,1,1,8,899,1,-1,0,3,1
28,0,2,1,154,1,0,8,536,1,364,1,1,1
35,0,0,1,534,0,0,8,669,1,312,3,0,1
35,3,1,2,1265,1,0,8,326,5,179,4,0,1
55,9,1,2,-466,1,0,8,901,1,-1,0,3,1
32,7,1,1,38,1,0,8,744,1,-1,0,3,1
28,4,2,1,703,1,0,8,485,1,88,1,1,1
31,0,1,1,685,1,0,8,552,1,329,3,0,1
23,1,2,1,780,1,0,8,416,1,-1,0,3,1
26,9,2,2,-67,1,0,8,637,1,-1,0,3,1
46,1,1,0,1085,1,1,8,523,2,353,58,1,1
34,1,1,1,29,1,0,8,285,5,-1,0,3,1
60,4,2,2,560,0,0,8,730,5,-1,0,3,1
28,8,2,2,22,1,0,8,536,2,-1,0,3,1
29,7,1,1,6567,1,0,8,792,2,298,1,0,1
39,2,1,1,2139,1,0,8,576,4,371,1,0,1
54,10,1,1,582,1,0,8,693,5,372,2,0,1
34,9,2,1,194,1,1,8,1015,1,-1,0,3,1
27,7,2,1,353,1,0,8,663,1,-1,0,3,1
28,7,2,1,341,1,0,8,437,3,347,3,1,1
39,2,1,2,-172,1,0,8,562,2,-1,0,3,1
60,5,0,1,-639,1,0,8,585,1,-1,0,3,1
26,8,2,1,864,1,0,8,659,1,-1,0,3,1
32,4,1,1,134,1,1,8,532,3,-1,0,3,1
40,0,2,1,50,0,0,8,837,1,-1,0,3,1
25,0,2,1,507,1,0,8,832,1,367,3,0,1
48,1,1,1,480,1,0,8,830,1,352,2,0,1
37,2,2,1,-22,1,0,8,317,1,-1,0,3,1
39,0,0,1,878,1,0,8,611,5,-1,0,3,1
40,0,1,1,2574,1,0,8,432,1,176,1,0,1
31,4,2,2,2734,1,0,8,858,3,-1,0,3,1
42,0,0,1,241,1,0,8,1012,3,-1,0,3,1
51,1,1,0,129,1,0,8,611,2,-1,0,3,1
28,4,2,2,41,1,0,8,885,3,352,2,1,1
32,4,1,2,3387,1,0,8,1111,5,-1,0,3,1
36,0,2,1,148,1,0,8,1357,4,374,2,0,1
36,1,1,1,249,1,0,8,709,5,-1,0,3,1
38,6,2,2,5774,1,0,8,406,4,359,5,1,1
36,7,2,1,0,1,0,8,1002,4,-1,0,3,1
40,1,1,0,1841,1,0,8,880,4,-1,0,3,1
37,1,1,0,2120,1,0,8,655,3,175,4,0,1
51,4,2,2,297,1,0,8,415,4,375,1,0,1
34,7,0,1,89,1,0,8,1871,4,-1,0,3,1
56,1,1,0,827,1,0,8,462,4,-1,0,3,1
35,1,1,1,205,1,1,8,1313,7,312,1,0,1
34,9,1,2,3743,1,0,8,722,4,-1,0,3,1
39,7,1,1,117,1,0,8,1032,2,-1,0,3,1
29,1,1,1,-493,1,0,8,536,2,334,4,0,1
33,4,2,2,62,1,0,8,473,3,-1,0,3,1
40,0,2,1,2040,1,0,8,906,2,350,2,0,1
22,7,2,1,344,1,0,8,347,1,-1,0,3,1
32,9,2,1,230,1,0,8,442,1,266,8,0,1
33,0,2,1,1277,1,0,8,827,1,-1,0,3,1
29,1,1,1,104,1,0,8,903,4,-1,0,3,1
29,9,2,1,706,1,0,8,1340,1,-1,0,3,1
24,1,2,1,174,1,1,8,487,1,-1,0,3,1
31,1,2,1,239,1,0,8,666,1,360,1,2,1
27,1,2,1,513,1,1,8,351,1,-1,0,3,1
32,4,2,2,7290,1,0,8,357,1,-1,0,3,1
30,1,2,1,5909,1,0,8,420,2,-1,0,3,1
27,7,2,1,-195,1,0,8,391,1,-1,0,3,1
55,1,1,1,3917,1,0,8,565,1,-1,0,3,1
28,0,2,1,352,1,1,8,431,1,-1,0,3,1
29,9,2,2,615,1,0,8,373,1,-1,0,3,1
55,5,0,2,0,0,0,8,616,1,370,1,2,1
25,1,2,1,217,1,0,8,504,1,-1,0,3,1
36,3,2,1,1015,1,0,8,1008,1,347,2,2,1
27,1,1,3,409,1,0,8,525,1,-1,0,3,1
25,7,2,1,1119,1,0,8,1063,1,-1,0,3,1
32,1,2,0,12198,1,0,8,178,1,-1,0,3,1
33,0,2,2,235,1,0,8,525,1,-1,0,3,1
38,2,1,2,170,1,0,8,442,1,-1,0,3,1
45,9,0,1,-357,1,1,8,618,1,355,2,0,1
30,1,2,1,2145,1,0,8,727,2,-1,0,3,1
32,1,1,0,-454,1,1,8,801,5,355,2,0,1
26,1,2,0,-887,1,0,8,827,2,-1,0,3,1
25,1,2,0,292,1,1,8,1027,2,-1,0,3,1
33,1,1,1,139,1,1,8,732,2,291,5,0,1
32,9,2,2,2684,1,0,8,542,2,-1,0,3,1
34,1,1,0,-1,1,0,8,1057,6,355,1,1,1
29,4,1,2,1387,1,0,8,256,2,-1,0,3,1
28,6,1,1,-522,1,1,8,638,2,-1,0,3,1
38,9,2,1,-242,1,0,8,1173,3,278,6,2,1
35,7,2,1,719,1,0,8,1359,3,368,3,0,1
28,0,2,1,0,1,1,8,390,5,-1,0,3,1
29,10,2,2,497,1,0,8,642,3,298,6,2,1
20,1,2,1,76,1,0,8,639,2,-1,0,3,1
45,0,0,1,397,1,1,8,582,1,95,2,2,1
37,4,1,2,3723,0,0,8,354,1,-1,0,3,1
32,9,2,2,1625,0,0,8,796,1,109,1,0,1
59,0,1,1,106,0,0,8,186,1,-1,0,3,1
37,7,1,1,1543,1,0,8,298,1,10,6,0,1
59,4,1,2,2239,0,0,8,431,1,-1,0,3,1
27,9,0,1,1977,1,0,8,449,1,-1,0,3,1
39,4,2,2,0,1,0,8,271,1,93,3,2,1
43,7,1,1,2145,0,0,8,271,1,183,3,0,1
39,9,1,1,116,0,0,8,554,2,-1,0,3,1
26,8,2,1,620,0,0,8,223,1,94,1,2,1
39,4,2,2,307,0,0,8,182,2,-1,0,3,1
43,4,0,3,7702,0,0,8,460,1,95,2,2,1
27,8,2,2,3733,1,0,8,198,1,98,6,2,1
32,7,2,1,3993,0,0,8,148,2,-1,0,3,1
29,4,2,2,428,0,0,8,293,2,-1,0,3,1
42,4,1,0,5310,1,0,8,545,2,186,1,2,1
53,1,1,3,2509,0,0,8,231,2,-1,0,3,1
36,4,1,2,255,0,0,8,970,2,92,2,1,1
27,4,2,2,616,1,0,8,685,1,101,1,1,1
43,0,2,1,733,1,0,8,282,1,187,3,2,1
60,5,0,2,439,0,1,8,464,1,321,1,0,1
29,9,2,1,590,0,0,8,124,1,-1,0,3,1
26,1,2,2,567,0,0,8,421,1,-1,0,3,1
26,8,2,3,689,0,0,8,678,2,-1,0,3,1
28,9,2,2,386,0,0,8,867,1,-1,0,3,1
28,9,2,2,0,1,0,8,269,1,40,2,0,1
28,4,2,2,957,0,0,8,915,2,-1,0,3,1
40,9,1,1,312,0,0,8,612,7,-1,0,3,1
24,1,2,1,167,0,1,8,288,1,96,2,2,1
56,5,0,2,13094,0,0,8,1064,1,-1,0,3,1
34,4,2,2,5086,0,0,8,213,4,-1,0,3,1
28,0,2,1,707,1,0,8,226,1,-1,0,3,1
37,7,1,1,466,1,1,8,377,1,-1,0,3,1
32,7,2,1,152,1,0,8,158,2,-1,0,3,1
43,9,0,1,1612,0,0,8,262,2,353,1,1,1
36,9,1,2,911,1,1,8,117,2,21,3,0,1
35,9,2,1,27,1,0,8,214,1,305,1,1,1
29,9,2,1,6,0,0,8,315,1,-1,0,3,1
27,8,2,1,253,0,0,8,242,2,-1,0,3,1
32,9,2,2,705,1,0,8,414,2,35,4,0,1
33,9,2,2,109,1,1,8,601,2,10,7,0,1
24,8,2,1,23878,0,0,8,133,1,97,1,2,1
58,9,1,1,3399,0,0,8,1078,1,97,7,1,1
43,4,1,2,79,0,0,8,640,1,-1,0,3,1
26,4,1,2,243,0,0,8,482,1,-1,0,3,1
31,9,2,1,138,0,0,8,91,1,285,2,1,1
25,4,2,2,1317,0,0,8,176,1,-1,0,3,1
58,5,1,1,2714,0,0,8,165,1,287,2,0,1
48,4,0,2,17964,1,0,8,208,2,96,3,1,1
60,5,1,2,846,0,0,8,1346,1,-1,0,3,1
25,8,2,2,326,0,0,8,390,1,-1,0,3,1
26,8,2,1,100,0,0,8,445,1,-1,0,3,1
25,8,2,1,304,0,0,8,226,2,-1,0,3,1
26,8,2,2,39,0,0,8,396,3,-1,0,3,1
32,4,2,2,312,0,0,8,208,2,98,2,2,1
25,0,1,2,906,0,0,8,253,1,-1,0,3,1
21,0,2,1,524,0,0,8,185,1,-1,0,3,1
41,6,2,2,1081,0,0,8,229,3,-1,0,3,1
30,0,2,1,983,1,0,8,189,2,-1,0,3,1
47,0,0,1,2232,0,0,8,439,1,103,1,2,1
37,0,1,1,1967,0,0,8,242,1,212,1,2,1
34,0,1,1,1406,1,0,8,145,1,-1,0,3,1
28,0,2,1,157,0,0,8,155,3,-1,0,3,1
24,0,2,2,0,1,0,8,122,2,-1,0,3,1
26,0,2,1,2509,0,0,8,776,3,97,3,2,1
35,9,1,1,1368,0,0,8,329,1,41,2,1,1
54,5,0,2,3076,0,0,8,367,2,-1,0,3,1
44,4,1,2,7818,0,0,8,412,1,-1,0,3,1
56,0,2,1,4118,0,0,8,165,1,-1,0,3,1
25,0,2,2,760,1,0,8,223,3,89,2,0,1
25,8,2,3,277,0,0,8,311,2,-1,0,3,1
50,4,1,2,253,0,0,8,513,9,-1,0,3,1
55,0,1,1,602,0,0,6,324,3,90,2,2,1
57,4,1,2,473,0,0,6,295,1,-1,0,3,1
48,4,1,2,1167,1,1,6,264,1,-1,0,3,1
25,10,2,2,343,0,0,6,377,1,-1,0,3,1
49,4,1,2,1808,1,0,6,205,1,95,1,2,1
25,9,2,1,1199,0,0,6,287,1,-1,0,3,1
38,3,0,1,70,0,0,6,263,1,-1,0,3,1
45,1,1,1,1723,0,0,6,166,2,-1,0,3,1
33,4,1,2,1323,0,0,6,327,1,-1,0,3,1
45,0,1,2,2552,0,0,6,69,1,293,7,0,1
26,4,2,1,2613,0,0,6,326,1,-1,0,3,1
49,0,1,1,0,0,0,6,1460,1,-1,0,3,1
25,9,2,1,938,0,0,6,1048,1,-1,0,3,1
53,9,1,1,284,0,0,6,781,1,-1,0,3,1
43,4,1,2,1059,0,1,6,335,2,-1,0,3,1
49,9,1,1,1684,0,1,6,412,2,-1,0,3,1
54,4,1,2,534,0,0,6,177,2,-1,0,3,1
47,9,1,1,293,0,0,6,251,1,90,1,2,1
34,1,1,1,262,0,0,6,339,1,-1,0,3,1
54,7,0,1,0,0,0,6,174,1,81,2,2,1
43,4,0,2,2367,0,0,6,114,1,38,2,1,1
23,7,2,1,31,0,0,6,192,1,-1,0,3,1
48,4,1,2,3842,0,0,6,215,2,-1,0,3,1
30,6,2,2,3343,0,0,6,235,1,-1,0,3,1
38,10,2,1,804,0,0,6,1087,1,-1,0,3,1
34,8,2,3,1011,0,0,6,253,1,-1,0,3,1
52,0,2,1,-528,1,1,6,1144,2,-1,0,3,1
27,4,2,2,1840,0,0,6,220,1,28,8,1,1
40,1,1,1,1451,0,0,6,314,1,-1,0,3,1
47,4,1,2,2351,0,0,6,163,2,84,1,2,1
26,4,2,2,1623,0,0,6,479,1,-1,0,3,1
37,0,1,1,597,0,0,6,395,1,-1,0,3,1
34,4,1,2,611,0,0,6,350,1,-1,0,3,1
26,0,2,2,313,0,1,6,199,1,96,2,2,1
44,4,1,2,1954,0,0,6,294,1,-1,0,3,1
29,4,2,2,307,1,0,6,690,1,-1,0,3,1
40,10,2,2,7968,0,0,6,596,1,-1,0,3,1
